cpu_name,passmark_score,passmark_rank,passmark_value
Intel Xeon E5-2623 v4 @ 2.60GHz,6940,1508,701.73
Intel Xeon E5-2628 v3 @ 2.50GHz,8447,1305,168.97
Intel Xeon E5-2628L v2 @ 1.90GHz,7181,1464,
Intel Xeon E5-2628L v3 @ 2.00GHz,9949,1170,
Intel Xeon E5-2628L v4 @ 1.90GHz,11079,1096,20.94
Intel Xeon E5-2629 v3 @ 2.40GHz,9139,1240,18.28
Intel Xeon E5-2630 @ 2.30GHz,6183,1642,249.93
Intel Xeon E5-2630 v2 @ 2.60GHz,7473,1413,57.51
Intel Xeon E5-2630 v3 @ 2.40GHz,10382,1141,1156.11
Intel Xeon E5-2630 v4 @ 2.20GHz,11615,1067,774.82
Intel Xeon E5-2630L @ 2.00GHz,5305,1823,102.37
Intel Xeon E5-2630L v2 @ 2.40GHz,6703,1542,80.7
Intel Xeon E5-2630L v3 @ 1.80GHz,8701,1274,110.13
Intel Xeon E5-2630L v4 @ 1.80GHz,9943,1171,116.98
Intel Xeon E5-2637 @ 3.00GHz,2978,2459,37.69
Intel Xeon E5-2637 v2 @ 3.50GHz,6457,1586,49.69
Intel Xeon E5-2637 v3 @ 3.50GHz,7246,1455,31.51
Intel Xeon E5-2637 v4 @ 3.50GHz,7434,1424,64.64
Intel Xeon E5-2640 @ 2.50GHz,6308,1618,152.18
Intel Xeon E5-2640 v2 @ 2.00GHz,7590,1396,75.9
Intel Xeon E5-2640 v3 @ 2.60GHz,11102,1093,284.67
Intel Xeon E5-2640 v4 @ 2.40GHz,12461,1022,277.52
Intel Xeon E5-2643 @ 3.30GHz,5433,1797,2.96
Intel Xeon E5-2643 v2 @ 3.50GHz,9184,1238,460.35
Intel Xeon E5-2643 v3 @ 3.40GHz,10465,1136,45.51
Intel Xeon E5-2643 v4 @ 3.40GHz,11134,1091,12.36
Intel Xeon E5-2648L @ 1.80GHz,5262,1830,
Intel Xeon E5-2648L v2 @ 1.90GHz,8828,1269,9.34
Intel Xeon E5-2648L v3 @ 1.80GHz,9847,1179,16.4
Intel Xeon E5-2648L v4 @ 1.80GHz,11547,1070,8.34
Intel Xeon E5-2649 v3 @ 2.30GHz,12399,1024,
Intel Xeon E5-2650 @ 2.00GHz,7375,1431,3.21
Intel Xeon E5-2650 v2 @ 2.60GHz,9866,1177,53.33
Intel Xeon E5-2650 v3 @ 2.30GHz,11805,1053,21.27
Intel Xeon E5-2650 v4 @ 2.20GHz,13584,954,205.85
Intel Xeon E5-2650L @ 1.80GHz,6192,1638,213.52
Intel Xeon E5-2650L v2 @ 1.70GHz,7586,1397,194.51
Intel Xeon E5-2650L v3 @ 1.80GHz,11880,1047,51.66
Intel Xeon E5-2650L v4 @ 1.70GHz,12719,1006,55.31
Intel Xeon E5-2651 v2 @ 1.80GHz,9544,1202,34.32
Intel Xeon E5-2658 @ 2.10GHz,6073,1665,4.5
Intel Xeon E5-2658 v2 @ 2.40GHz,10528,1130,83.07
Intel Xeon E5-2658 v3 @ 2.20GHz,13487,961,
Intel Xeon E5-2658 v4 @ 2.30GHz,14434,908,577.58
Intel Xeon E5-2658A v3 @ 2.20GHz,14879,875,8.12
Intel Xeon E5-2660 @ 2.20GHz,8149,1338,627.33
Intel Xeon E5-2660 v2 @ 2.20GHz,10507,1133,618.44
Intel Xeon E5-2660 v3 @ 2.60GHz,13135,981,69.15
Intel Xeon E5-2660 v4 @ 2.00GHz,16032,828,327.17
Intel Xeon E5-2663 v3 @ 2.80GHz,11777,1056,
Intel Xeon E5-2665 @ 2.40GHz,8298,1319,55.34
Intel Xeon E5-2666 v3 @ 2.90GHz,14288,915,
Intel Xeon E5-2666 v4 @ 2.80GHz,17958,739,
Intel Xeon E5-2667 @ 2.90GHz,7524,1406,11.0
Intel Xeon E5-2667 v2 @ 3.30GHz,12267,1030,49.08
Intel Xeon E5-2667 v3 @ 3.20GHz,12646,1008,12.66
Intel Xeon E5-2667 v4 @ 3.20GHz,13825,939,30.73
Intel Xeon E5-2669 v3 @ 2.30GHz,16107,822,
Intel Xeon E5-2670 @ 2.60GHz,8959,1258,40.17
Intel Xeon E5-2670 v2 @ 2.50GHz,11325,1082,666.54
Intel Xeon E5-2670 v3 @ 2.30GHz,13572,955,123.44
Intel Xeon E5-2673 v2 @ 3.30GHz,12128,1039,
Intel Xeon E5-2673 v3 @ 2.40GHz,14230,922,20.33
Intel Xeon E5-2673 v4 @ 2.30GHz,20631,617,231.81
Intel Xeon E5-2675 v3 @ 1.80GHz,13180,977,
Intel Xeon E5-2676 v3 @ 2.40GHz,13501,959,
Intel Xeon E5-2676 v4 @ 2.40GHz,18978,688,
Intel Xeon E5-2678 v3 @ 2.50GHz,14712,887,138.54
Intel Xeon E5-2679 v4 @ 2.50GHz,24131,482,8.93
Intel Xeon E5-2680 @ 2.70GHz,9396,1213,2.6
Intel Xeon E5-2680 v2 @ 2.80GHz,12640,1009,105.38
Intel Xeon E5-2680 v3 @ 2.50GHz,15152,859,421.02
Intel Xeon E5-2680 v4 @ 2.40GHz,17754,744,888.16
Intel Xeon E5-2680R v4 @ 2.40GHz,17487,757,
Intel Xeon E5-2682 v4 @ 2.50GHz,19051,683,
Intel Xeon E5-2683 v3 @ 2.00GHz,14749,885,186.7
Intel Xeon E5-2683 v4 @ 2.10GHz,17674,751,36.07
Intel Xeon E5-2685 v3 @ 2.60GHz,12944,995,
Intel Xeon E5-2686 v3 @ 2.00GHz,18148,730,
Intel Xeon E5-2686 v4 @ 2.30GHz,20434,629,
Intel Xeon E5-2687W @ 3.10GHz,9996,1166,8.47
Intel Xeon E5-2687W v2 @ 3.40GHz,12254,1032,22.91
Intel Xeon E5-2687W v3 @ 3.10GHz,14615,897,584.84
Intel Xeon E5-2687W v4 @ 3.00GHz,17755,743,24.68
Intel Xeon E5-2689 @ 2.60GHz,9683,1191,52.99
Intel Xeon E5-2689 v4 @ 3.10GHz,17049,777,
Intel Xeon E5-2690 @ 2.90GHz,9739,1188,5.17
Intel Xeon E5-2690 v2 @ 3.00GHz,13489,960,182.31
Intel Xeon E5-2690 v3 @ 2.60GHz,16423,807,335.17
Intel Xeon E5-2690 v4 @ 2.60GHz,19524,664,325.46
Intel Xeon E5-2692 v2 @ 2.20GHz,12119,1040,
Intel Xeon E5-2695 v2 @ 2.40GHz,13306,972,192.84
Intel Xeon E5-2695 v3 @ 2.30GHz,16509,802,48.56
Intel Xeon E5-2695 v4 @ 2.10GHz,19109,680,41.32
Intel Xeon E5-2696 v2 @ 2.50GHz,14096,931,
Intel Xeon E5-2696 v3 @ 2.30GHz,22140,557,40.48
Intel Xeon E5-2696 v4 @ 2.20GHz,24858,456,13.58
Intel Xeon E5-2697 v2 @ 2.70GHz,14263,917,73.73
Intel Xeon E5-2697 v3 @ 2.60GHz,18606,709,251.46
Intel Xeon E5-2697 v4 @ 2.30GHz,20906,604,16.36
Intel Xeon E5-2697A v4 @ 2.60GHz,21546,580,
Intel Xeon E5-2697R v4 @ 2.30GHz,20843,606,
Intel Xeon E5-2698 v3 @ 2.30GHz,18872,693,2.15
Intel Xeon E5-2698 v4 @ 2.20GHz,23608,500,25.98
Intel Xeon E5-2698B v3 @ 2.00GHz,16287,813,
Intel Xeon E5-2698R v4 @ 2.20GHz,25605,430,
Intel Xeon E5-2699 v3 @ 2.30GHz,20328,633,38.36
Intel Xeon E5-2699 v4 @ 2.20GHz,25544,434,16.01
Intel Xeon E5-2699A v4 @ 2.40GHz,25654,429,5.2
Intel Xeon E5-2699C v4 @ 2.20GHz,22283,552,
Intel Xeon E5-4603 @ 2.00GHz,3391,2277,25.65
Intel Xeon E5-4607 v2 @ 2.60GHz,6986,1500,95.96
Intel Xeon E5-4610 @ 2.40GHz,6460,1585,30.58
Intel Xeon E5-4610 v3 @ 1.70GHz,7229,1458,5.93
Intel Xeon E5-4617 @ 2.90GHz,6298,1621,175.52
Intel Xeon E5-4620 @ 2.20GHz,7037,1487,104.91
Intel Xeon E5-4620 v2 @ 2.60GHz,9590,1199,105.38
Intel Xeon E5-4620 v3 @ 2.00GHz,10525,1131,521.58
Intel Xeon E5-4627 v2 @ 3.30GHz,9320,1221,18.68
Intel Xeon E5-4627 v3 @ 2.60GHz,11344,1080,4.73
Intel Xeon E5-4627 v4 @ 2.60GHz,12969,993,12.97
Intel Xeon E5-4628L v4 @ 1.80GHz,12461,1020,4.92
Intel Xeon E5-4640 @ 2.40GHz,7012,1491,501.24
Intel Xeon E5-4640 v3 @ 1.90GHz,10372,1143,
Intel Xeon E5-4648 v3 @ 1.70GHz,9061,1250,
Intel Xeon E5-4650 @ 2.70GHz,8630,1282,616.9
Intel Xeon E5-4650 v2 @ 2.40GHz,11064,1097,44.26
Intel Xeon E5-4650 v3 @ 2.10GHz,10838,1117,2.82
Intel Xeon E5-4650 v4 @ 2.20GHz,15871,832,161.94
Intel Xeon E5-4650L @ 2.60GHz,8533,1296,42.66
Intel Xeon E5-4655 v3 @ 2.90GHz,9377,1214,2.03
Intel Xeon E5-4655 v4 @ 2.50GHz,10912,1112,2.36
Intel Xeon E5-4657L v2 @ 2.40GHz,11613,1068,15.46
Intel Xeon E5-4660 v3 @ 2.10GHz,14256,919,2.97
Intel Xeon E5-4660 v4 @ 2.20GHz,15375,853,4.26
Intel Xeon E5-4667 v3 @ 2.00GHz,15397,852,2.69
Intel Xeon E5-4667 v4 @ 2.20GHz,20319,634,3.55
Intel Xeon E5-4669 v3 @ 2.10GHz,17430,764,3.23
Intel Xeon E5-4669 v4 @ 2.20GHz,11523,1071,
Intel Xeon E5205 @ 1.86GHz,838,3932,58.75
Intel Xeon E5240 @ 3.00GHz,1448,3349,16.32
Intel Xeon E5310 @ 1.60GHz,1306,3453,26.65
Intel Xeon E5320 @ 1.86GHz,1469,3333,37.91
Intel Xeon E5335 @ 2.00GHz,1549,3277,87.15
Intel Xeon E5345 @ 2.33GHz,1868,3063,124.61
Intel Xeon E5405 @ 2.00GHz,1718,3160,7.3
Intel Xeon E5410 @ 2.33GHz,2007,2973,22.81
Intel Xeon E5420 @ 2.50GHz,2022,2963,8.09
Intel Xeon E5430 @ 2.66GHz,2238,2841,9.73
Intel Xeon E5440 @ 2.83GHz,2374,2756,62.5
Intel Xeon E5450 @ 3.00GHz,2579,2639,69.73
Intel Xeon E5462 @ 2.80GHz,2146,2896,9.5
Intel Xeon E5472 @ 3.00GHz,2286,2803,114.06
Intel Xeon E5502 @ 1.87GHz,837,3934,21.47
Intel Xeon E5503 @ 2.00GHz,804,3967,6.28
Intel Xeon E5504 @ 2.00GHz,1519,3304,52.39
Intel Xeon E5506 @ 2.13GHz,1944,3008,21.93
Intel Xeon E5507 @ 2.27GHz,1928,3021,19.28
Intel Xeon E5520 @ 2.27GHz,2524,2668,64.2
Intel Xeon E5530 @ 2.40GHz,2690,2578,89.7
Intel Xeon E5540 @ 2.53GHz,2783,2540,31.3
Intel Xeon E5603 @ 1.60GHz,1935,3017,21.74
Intel Xeon E5606 @ 2.13GHz,2365,2760,81.54
Intel Xeon E5607 @ 2.27GHz,2686,2582,92.67
Intel Xeon E5620 @ 2.40GHz,3592,2211,239.49
Intel Xeon E5630 @ 2.53GHz,3790,2153,24.61
Intel Xeon E5640 @ 2.67GHz,3782,2155,54.74
Intel Xeon E5645 @ 2.40GHz,5046,1875,36.83
Intel Xeon E5649 @ 2.53GHz,5686,1735,440.8
Intel Xeon E7- 2830 @ 2.13GHz,2027,2959,1.14
Intel Xeon E7-4809 v2 @ 1.90GHz,16471,804,
Intel Xeon E7-8880 v3 @ 2.30GHz,18244,726,137.17
Intel Xeon E7-8891 v3 @ 2.80GHz,21615,578,3.16
Intel Xeon E7320 @ 2.13GHz,1469,3332,
Intel Xeon Gold 5115 @ 2.40GHz,14677,889,39.79
Intel Xeon Gold 5117 @ 2.00GHz,15816,835,
Intel Xeon Gold 5118 @ 2.30GHz,16627,798,37.04
Intel Xeon Gold 5120 @ 2.20GHz,18111,733,11.6
Intel Xeon Gold 5120T @ 2.20GHz,18127,732,10.5
Intel Xeon Gold 5122 @ 3.60GHz,8868,1267,22.74
Intel Xeon Gold 5215 @ 2.50GHz,15624,842,21.1
Intel Xeon Gold 5217 @ 3.00GHz,15429,851,10.46
Intel Xeon Gold 5218 @ 2.30GHz,21986,563,55.84
Intel Xeon Gold 5218R @ 2.10GHz,24742,464,29.99
Intel Xeon Gold 5218T @ 2.10GHz,21433,585,15.89
Intel Xeon Gold 5220 @ 2.20GHz,24154,481,23.36
Intel Xeon Gold 5220R @ 2.20GHz,32765,275,25.62
Intel Xeon Gold 5222 @ 3.80GHz,9489,1205,10.93
Intel Xeon Gold 5315Y @ 3.20GHz,20820,607,18.26
Intel Xeon Gold 5317 @ 3.00GHz,27387,383,29.67
Intel Xeon Gold 5318H @ 2.50GHz,29301,335,23.02
Intel Xeon Gold 5318Y @ 2.10GHz,33283,269,22.52
Intel Xeon Gold 5320 @ 2.20GHz,37558,222,21.46
Intel Xeon Gold 5320H @ 2.40GHz,31718,290,20.4
Intel Xeon Gold 5412U,52557,125,47.22
Intel Xeon Gold 5415+,24951,452,23.41
Intel Xeon Gold 5416S,35976,237,38.11
Intel Xeon Gold 5418Y,44487,173,30.0
Intel Xeon Gold 5420+,58209,97,31.5
Intel Xeon Gold 5512U,60365,83,49.08
Intel Xeon Gold 5515+,25587,431,23.28
Intel Xeon Gold 6122 @ 1.80GHz,23781,494,11.88
Intel Xeon Gold 6126 @ 2.60GHz,19189,676,106.61
Intel Xeon Gold 6128 @ 3.40GHz,12881,999,43.81
Intel Xeon Gold 6130 @ 2.10GHz,20647,616,299.23
Intel Xeon Gold 6130T @ 2.10GHz,21804,572,8.55
Intel Xeon Gold 6132 @ 2.60GHz,22099,559,320.28
Intel Xeon Gold 6134 @ 3.20GHz,16650,797,33.37
Intel Xeon Gold 6136 @ 3.00GHz,20796,609,20.19
Intel Xeon Gold 6137 @ 3.90GHz,19365,674,
Intel Xeon Gold 6138 @ 2.00GHz,24161,480,110.32
Intel Xeon Gold 6138T @ 2.00GHz,20649,615,6.17
Intel Xeon Gold 6140 @ 2.30GHz,24445,472,49.89
Intel Xeon Gold 6142 @ 2.60GHz,25215,443,54.05
Intel Xeon Gold 6143 @ 2.80GHz,24786,462,
Intel Xeon Gold 6144 @ 3.50GHz,19993,647,26.12
Intel Xeon Gold 6146 @ 3.20GHz,23296,508,27.8
Intel Xeon Gold 6148 @ 2.40GHz,29009,336,100.03
Intel Xeon Gold 6150 @ 2.70GHz,27446,381,137.92
Intel Xeon Gold 6152 @ 2.10GHz,25441,437,39.14
Intel Xeon Gold 6154 @ 3.00GHz,28632,347,26.46
Intel Xeon Gold 6208U @ 2.90GHz,27085,395,28.51
Intel Xeon Gold 6210U @ 2.50GHz,28915,339,23.79
Intel Xeon Gold 6212U @ 2.40GHz,27470,379,7.04
Intel Xeon Gold 6222V @ 1.80GHz,24764,463,14.47
Intel Xeon Gold 6226 @ 2.70GHz,20429,630,23.06
Intel Xeon Gold 6226R @ 2.90GHz,26297,412,22.31
Intel Xeon Gold 6230 @ 2.10GHz,27069,396,32.46
Intel Xeon Gold 6230R @ 2.10GHz,33724,265,32.21
Intel Xeon Gold 6234 @ 3.30GHz,17752,745,16.39
Intel Xeon Gold 6238 @ 2.10GHz,28668,345,38.75
Intel Xeon Gold 6238R @ 2.20GHz,37511,223,22.78
Intel Xeon Gold 6240 @ 2.60GHz,28369,355,43.3
Intel Xeon Gold 6240R @ 2.40GHz,33353,268,21.52
Intel Xeon Gold 6242 @ 2.80GHz,26288,414,33.57
Intel Xeon Gold 6242R @ 3.10GHz,34282,254,17.45
Intel Xeon Gold 6244 @ 3.60GHz,18980,687,6.39
Intel Xeon Gold 6246 @ 3.30GHz,24829,458,7.98
Intel Xeon Gold 6246R @ 3.40GHz,30468,312,15.77
Intel Xeon Gold 6248 @ 2.50GHz,29831,324,49.72
Intel Xeon Gold 6248R @ 3.00GHz,36186,234,18.19
Intel Xeon Gold 6250 @ 3.90GHz,20915,603,7.94
Intel Xeon Gold 6252 @ 2.10GHz,27148,391,26.97
Intel Xeon Gold 6253CL @ 3.10GHz,28549,350,
Intel Xeon Gold 6254 @ 3.10GHz,31513,293,16.88
Intel Xeon Gold 6258R @ 2.70GHz,40252,203,11.25
Intel Xeon Gold 6262 @ 1.90GHz,21823,571,
Intel Xeon Gold 6262V @ 1.90GHz,3155,2379,0.95
Intel Xeon Gold 6268CL @ 2.80GHz,34558,250,
Intel Xeon Gold 6278C @ 2.60GHz,32835,272,
Intel Xeon Gold 6312U @ 2.40GHz,42124,188,23.28
Intel Xeon Gold 6314U @ 2.30GHz,48013,144,17.26
Intel Xeon Gold 6326 @ 2.90GHz,35270,239,25.19
Intel Xeon Gold 6330 @ 2.00GHz,43056,185,38.07
Intel Xeon Gold 6330N @ 2.20GHz,36360,233,18.79
Intel Xeon Gold 6334 @ 3.60GHz,21521,582,11.22
Intel Xeon Gold 6336Y @ 2.40GHz,45517,168,23.58
Intel Xeon Gold 6338 @ 2.00GHz,33814,262,21.05
Intel Xeon Gold 6338N @ 2.20GHz,42086,189,9.01
Intel Xeon Gold 6342 @ 2.80GHz,47320,149,19.72
Intel Xeon Gold 6346 @ 3.10GHz,37665,221,20.25
Intel Xeon Gold 6348 @ 2.60GHz,52276,126,24.36
Intel Xeon Gold 6354 @ 3.00GHz,41445,193,19.74
Intel Xeon Gold 6414U,57200,104,24.91
Intel Xeon Gold 6416H,40606,199,28.12
Intel Xeon Gold 6421N,58797,92,24.83
Intel Xeon Gold 6423N,57434,101,26.58
Intel Xeon Gold 6426Y,38159,215,25.15
Intel Xeon Gold 6434,24836,457,9.6
Intel Xeon Gold 6438N,52789,122,15.75
Intel Xeon Gold 6442Y,56263,110,19.55
Intel Xeon Gold 6448Y,60449,82,16.87
Intel Xeon Gold 6526Y,46025,161,30.34
Intel Xeon Gold 6530,65533,64,30.8
Intel Xeon Gold 6538N,44895,171,13.4
Intel Xeon L3110 @ 3.00GHz,1338,3427,
Intel Xeon L3360 @ 2.83GHz,2412,2725,27.03
Intel Xeon L3406 @ 2.27GHz,928,3835,3.6
Intel Xeon L3426 @ 1.87GHz,2470,2693,12.35
Intel Xeon L5240 @ 3.00GHz,1337,3428,42.57
Intel Xeon L5310 @ 1.60GHz,1385,3402,12.31
Intel Xeon L5320 @ 1.86GHz,1118,3633,15.97
Intel Xeon L5335 @ 2.00GHz,1737,3151,92.43
Intel Xeon L5408 @ 2.13GHz,1769,3142,
Intel Xeon L5410 @ 2.33GHz,1940,3013,19.38
Intel Xeon L5420 @ 2.50GHz,2143,2898,77.91
Intel Xeon L5430 @ 2.66GHz,2260,2822,10.32
Intel Xeon L5520 @ 2.27GHz,2274,2809,78.43
Intel Xeon L5530 @ 2.40GHz,2522,2669,40.68
Intel Xeon L5609 @ 1.87GHz,3298,2323,
Intel Xeon L5630 @ 2.13GHz,3018,2436,26.88
Intel Xeon L5638 @ 2.00GHz,3707,2178,53.03
Intel Xeon L5639 @ 2.13GHz,4419,1988,
Intel Xeon L5640 @ 2.27GHz,4645,1936,51.64
Intel Xeon L7455 @ 2.13GHz,2494,2682,
Intel Xeon Max 9480,87420,23,94.98
Intel Xeon MV 3.20GHz,582,4233,
Intel Xeon Phi 7210 @ 1.30GHz,7306,1444,3.88
Intel Xeon Platinum 8124M @ 3.00GHz,27336,386,
Intel Xeon Platinum 8151 @ 3.40GHz,5669,1740,
Intel Xeon Platinum 8160 @ 2.10GHz,28825,341,19.28
Intel Xeon Platinum 8167M @ 2.00GHz,25396,438,
Intel Xeon Platinum 8168 @ 2.70GHz,33099,271,22.08
Intel Xeon Platinum 8171M @ 2.60GHz,30632,309,
Intel Xeon Platinum 8173M @ 2.00GHz,28025,363,
Intel Xeon Platinum 8175M @ 2.50GHz,26659,404,
Intel Xeon Platinum 8176 @ 2.10GHz,23179,510,8.3
Intel Xeon Platinum 8180 @ 2.50GHz,38259,214,10.2
Intel Xeon Platinum 8252C @ 3.80GHz,28147,358,
Intel Xeon Platinum 8259CL @ 2.50GHz,31142,298,
Intel Xeon Platinum 8260 @ 2.40GHz,30347,315,14.79
Intel Xeon Platinum 8260M @ 2.30GHz,33970,261,4.41
Intel Xeon Platinum 8268 @ 2.90GHz,34483,251,5.74
Intel Xeon Platinum 8270 @ 2.70GHz,29986,323,7.46
Intel Xeon Platinum 8275CL @ 3.00GHz,40794,198,
Intel Xeon Platinum 8280 @ 2.70GHz,32781,273,10.57
Intel Xeon Platinum 8347C @ 2.10GHz,49386,139,
Intel Xeon Platinum 8358 @ 2.60GHz,54416,116,12.37
Intel Xeon Platinum 8360Y @ 2.40GHz,54078,118,19.31
Intel Xeon Platinum 8368Q @ 2.60GHz,46681,154,
Intel Xeon Platinum 8375C @ 2.90GHz,56202,111,
Intel Xeon Platinum 8380 @ 2.30GHz,62318,75,8.54
Intel Xeon Platinum 8454H,62347,74,9.53
Intel Xeon Platinum 8461V,74982,45,16.7
Intel Xeon Platinum 8470 @2.00GHz,89850,22,9.6
Intel Xeon Platinum 8475B,3280,2331,
Intel Xeon Platinum 8481C @ 2.70GHz,11681,1063,
Intel Xeon Platinum 8571N,68385,55,
Intel Xeon Platinum 8575C,3342,2300,
Intel Xeon Platinum 8592+,84013,26,7.24
Intel Xeon Platinum P-8124 @ 3.00GHz,22674,531,
Intel Xeon Silver 4108 @ 1.80GHz,8909,1262,61.62
Intel Xeon Silver 4109T @ 2.00GHz,10348,1145,14.95
Intel Xeon Silver 4110 @ 2.10GHz,10215,1151,91.94
Intel Xeon Silver 4112 @ 2.60GHz,6446,1589,28.91
Intel Xeon Silver 4114 @ 2.20GHz,13139,980,438.13
Intel Xeon Silver 4116 @ 2.10GHz,14660,891,192.89
Intel Xeon Silver 4116T @ 2.10GHz,15187,858,13.66
Intel Xeon Silver 4123 @ 3.00GHz,14405,911,
Intel Xeon Silver 4208 @ 2.10GHz,11259,1085,38.3
Intel Xeon Silver 4209T @ 2.20GHz,11080,1095,17.07
Intel Xeon Silver 4210 @ 2.20GHz,13457,964,45.83
Intel Xeon Silver 4210R @ 2.40GHz,15118,861,31.04
Intel Xeon Silver 4214 @ 2.20GHz,16190,817,50.54
Intel Xeon Silver 4214R @ 2.40GHz,18275,723,32.49
Intel Xeon Silver 4214Y @ 2.20GHz,16442,805,21.92
Intel Xeon Silver 4215 @ 2.50GHz,14439,905,22.84
Intel Xeon Silver 4215R @ 3.20GHz,15004,869,17.26
Intel Xeon Silver 4216 @ 2.10GHz,20613,620,28.24
Intel Xeon Silver 4216R @ 2.20GHz,24027,484,
Intel Xeon Silver 4309Y @ 2.80GHz,19100,682,48.3
Intel Xeon Silver 4310 @ 2.10GHz,22642,532,46.53
Intel Xeon Silver 4310T @ 2.30GHz,20973,602,22.55
Intel Xeon Silver 4314 @ 2.40GHz,28954,337,38.96
Intel Xeon Silver 4316 @ 2.30GHz,31341,296,34.82
Intel Xeon Silver 4410T,28859,340,46.25
Intel Xeon Silver 4410Y,24399,474,43.34
Intel Xeon Silver 4416+,46208,159,39.29
Intel Xeon Silver 4510,34170,257,60.69
Intel Xeon W-10855M @ 2.80GHz,12627,1012,28.06
Intel Xeon W-10885M @ 2.40GHz,15737,838,25.26
Intel Xeon W-11155MLE @ 1.80GHz,8502,1300,35.13
Intel Xeon W-11555MLE @ 1.90GHz,12591,1016,36.18
Intel Xeon W-11555MRE @ 2.60GHz,17484,758,53.63
Intel Xeon W-11855M @ 3.20GHz,18159,729,40.35
Intel Xeon W-11865MLE @ 1.50GHz,15958,830,34.17
Intel Xeon W-11865MRE @ 2.60GHz,19589,661,40.81
Intel Xeon W-11955M @ 2.60GHz,22596,535,36.27
Intel Xeon W-1250 @ 3.30GHz,13610,949,40.81
Intel Xeon W-1250E @ 3.50GHz,12212,1033,46.97
Intel Xeon W-1250P @ 4.10GHz,14353,913,44.64
Intel Xeon W-1270 @ 3.40GHz,17641,752,48.73
Intel Xeon W-1270E @ 3.40GHz,18635,708,50.78
Intel Xeon W-1270P @ 3.80GHz,17113,774,45.15
Intel Xeon W-1270TE @ 2.00GHz,13553,957,36.93
Intel Xeon W-1290 @ 3.20GHz,20071,645,34.1
Intel Xeon W-1290E @ 3.50GHz,18786,698,37.57
Intel Xeon W-1290P @ 3.70GHz,22435,545,34.55
Intel Xeon W-1290T @ 1.90GHz,18409,717,37.27
Intel Xeon W-1350 @ 3.30GHz,18999,686,56.55
Intel Xeon W-1350P @ 4.00GHz,19749,656,53.06
Intel Xeon W-1370 @ 2.90GHz,22926,519,48.88
Intel Xeon W-1370P @ 3.60GHz,23306,507,45.79
Intel Xeon W-1390 @ 2.80GHz,23902,489,41.64
Intel Xeon W-1390P @ 3.50GHz,25240,442,
Intel Xeon W-2102 @ 2.90GHz,5079,1870,17.7
Intel Xeon W-2104 @ 3.20GHz,5552,1767,21.77
Intel Xeon W-2123 @ 3.60GHz,8465,1303,19.82
Intel Xeon W-2125 @ 4.00GHz,10030,1163,17.75
Intel Xeon W-2133 @ 3.60GHz,12658,1007,20.51
Intel Xeon W-2135 @ 3.70GHz,14438,906,14.33
Intel Xeon W-2140B @ 3.20GHz,17330,767,
Intel Xeon W-2145 @ 3.70GHz,18180,728,14.84
Intel Xeon W-2150B @ 3.00GHz,20524,625,
Intel Xeon W-2155 @ 3.30GHz,21059,597,13.76
Intel Xeon W-2170B @ 2.50GHz,23902,490,
Intel Xeon W-2175 @ 2.50GHz,23345,506,54.04
Intel Xeon W-2191B @ 2.30GHz,28076,359,
Intel Xeon W-2195 @ 2.30GHz,27978,365,14.1
Intel Xeon W-2223 @ 3.60GHz,8583,1287,21.52
Intel Xeon W-2225 @ 4.10GHz,10539,1129,20.37
Intel Xeon W-2235 @ 3.80GHz,14367,912,21.54
Intel Xeon W-2245 @ 3.90GHz,19468,667,36.8
Intel Xeon W-2255 @ 3.70GHz,22369,549,34.73
Intel Xeon W-2265 @ 3.50GHz,25973,420,34.91
Intel Xeon W-2275 @ 3.30GHz,27866,369,30.42
Intel Xeon W-2295 @ 3.00GHz,30668,305,19.56
Intel Xeon W-3175X @ 3.10GHz,37167,226,12.23
Intel Xeon W-3223 @ 3.50GHz,17028,780,20.75
Intel Xeon W-3235 @ 3.30GHz,25558,433,12.79
Intel Xeon W-3245 @ 3.20GHz,30879,301,11.5
Intel Xeon W-3245M @ 3.20GHz,26814,399,5.36
Intel Xeon W-3265 @ 2.70GHz,30105,321,6.61
Intel Xeon W-3265M @ 2.70GHz,33800,263,5.32
Intel Xeon W-3275 @ 2.50GHz,40931,196,8.36
Intel Xeon W-3275M @ 2.50GHz,39834,206,5.34
Intel Xeon W-3323 @ 3.50GHz,25875,422,27.27
Intel Xeon W-3335 @ 3.40GHz,39293,208,30.25
Intel Xeon W-3345 @ 3.00GHz,45694,165,18.28
Intel Xeon W-3365 @ 2.70GHz,59038,91,15.33
Intel Xeon W-3375 @ 2.50GHz,59069,90,13.13
Intel Xeon w3-2423,15275,856,
Intel Xeon w3-2425,18655,704,35.26
Intel Xeon w3-2435,26358,409,39.4
Intel Xeon W3503 @ 2.40GHz,1118,3632,111.93
Intel Xeon W3505 @ 2.53GHz,1161,3592,78.13
Intel Xeon W3520 @ 2.67GHz,2935,2480,49.75
Intel Xeon W3530 @ 2.80GHz,3068,2418,9.07
Intel Xeon W3540 @ 2.93GHz,3109,2398,20.86
Intel Xeon W3550 @ 3.07GHz,3218,2358,64.42
Intel Xeon W3565 @ 3.20GHz,3366,2293,56.15
Intel Xeon W3570 @ 3.20GHz,3267,2335,6.95
Intel Xeon W3580 @ 3.33GHz,3609,2206,16.82
Intel Xeon W3670 @ 3.20GHz,6436,1590,21.8
Intel Xeon W3680 @ 3.33GHz,6995,1497,55.94
